RatingID;XPK_COUNTERPARTY;FAIR_AnnualTurnover;RDF_TotalTurnover;Turnover_Difference;Turnover_Match_Status;FAIR_TotalAssets;RDF_TotalAssets;Assets_Difference;Assets_Match_Status;Overall_Match_Status
2744366;2744366;40160000.00;57132000;16972000;MISMATCH;45325000.00;48566000;3241000;MISMATCH;MISMATCH
2744555;2744555;4941000.00;7740000;2799000;MISMATCH;4116000.00;4116000;0;MATCH;MISMATCH
2744891;2744891;1697000.00;1697000;0;MATCH;1620000.00;1530000;90000;MISMATCH;MISMATCH
2745087;2745087;2074000.00;2292000;218000;MISMATCH;12320000.00;12320000;0;MATCH;MISMATCH
2746231;2746231;20260000.00;20621000;361000;MISMATCH;6596000.00;5519000;1077000;MISMATCH;MISMATCH
2746252;2746252;3607000.00;4853000;1246000;MISMATCH;4388000.00;4669000;281000;MISMATCH;MISMATCH
2746371;2746371;632000.00;796000;164000;MISMATCH;2684000.00;2527000;157000;MISMATCH;MISMATCH
2746390;2746390;956000.00;1400000;444000;MISMATCH;306000.00;575000;269000;MISMATCH;MISMATCH
2746853;2746853;133481000.00;110247000;23234000;MISMATCH;132170000.00;113380000;18790000;MISMATCH;MISMATCH
2747122;2747122;6506000.00;5975000;531000;MISMATCH;4865000.00;6996000;2131000;MISMATCH;MISMATCH
2747306;2747306;65959000.00;72014000;6055000;MISMATCH;1428779000.00;1428779000;0;MATCH;MISMATCH
2747713;2747713;31965000.00;31965000;0;MATCH;15906000.00;15853000;53000;MISMATCH;MISMATCH
2748104;2748104;63322000.00;63322000;0;MATCH;41484000.00;45367000;3883000;MISMATCH;MISMATCH
2748210;2748210;93500000.00;124900000;31400000;MISMATCH;688500000.00;688500000;0;MATCH;MISMATCH
2748403;2748403;2105000.00;2250000;145000;MISMATCH;3690000.00;3690000;0;MATCH;MISMATCH
2748411;2748411;655100.00;655100;0;MATCH;6609000.00;6579000;30000;MISMATCH;MISMATCH
2748587;2748587;3444997084.38;297.402.986.557.562;47.096.721.880.437.900;MISMATCH;66518242610.91;714.964.219.571.652;4.978.179.346.255.200;MISMATCH;MISMATCH
2748907;2748907;52965000.00;52965000;0;MATCH;23093000.00;22877000;216000;MISMATCH;MISMATCH
2748960;2748960;69859000.00;73225000;3366000;MISMATCH;18708000.00;18708000;0;MATCH;MISMATCH
2749072;2749072;19975000.00;14152000;5823000;MISMATCH;160564000.00;146924000;13640000;MISMATCH;MISMATCH
2749091;2749091;71189000.00;88930000;17741000;MISMATCH;179702000.00;179702000;0;MATCH;MISMATCH
2749279;2749279;116541000.00;179159000;62618000;MISMATCH;185468000.00;199270000;13802000;MISMATCH;MISMATCH
2750606;2750606;178531000.00;184857000;6326000;MISMATCH;168929000.00;157930000;10999000;MISMATCH;MISMATCH
2750639;2750639;31234000.00;31234000;0;MATCH;19197000.00;19337000;140000;MISMATCH;MISMATCH
2750754;2750754;20902000.00;20902000;0;MATCH;5045000.00;4478000;567000;MISMATCH;MISMATCH
2750811;2750811;49401000.00;61222000;11821000;MISMATCH;21668000.00;23670000;2002000;MISMATCH;MISMATCH
2751059;2751059;3607000.00;3808000;201000;MISMATCH;2873000.00;2890000;17000;MISMATCH;MISMATCH
2751091;2751091;29153000.00;51785000;22632000;MISMATCH;7084000.00;13832000;6748000;MISMATCH;MISMATCH
2751200;2751200;4682000.00;4682000;0;MATCH;4380000.00;4564000;184000;MISMATCH;MISMATCH
2751877;2751877;45549000.00;34543000;11006000;MISMATCH;145685000.00;145685000;0;MATCH;MISMATCH
2752031;2752031;10721000.00;11373000;652000;MISMATCH;3287000.00;3780000;493000;MISMATCH;MISMATCH
2752047;2752047;17215000.00;15503000;1712000;MISMATCH;257146000.00;259133000;1987000;MISMATCH;MISMATCH
2752075;2752075;42710000.00;46056000;3346000;MISMATCH;176016000.00;200796000;24780000;MISMATCH;MISMATCH
2752228;2752228;191429687.22;191.429.687.222.636;0.0026360154151916504;MATCH;217281962.81;220.115.738.275.287;2.833.775.465.287;MISMATCH;MISMATCH
2752543;2752543;31210000.00;49758000;18548000;MISMATCH;91382000.00;87503000;3879000;MISMATCH;MISMATCH
2752603;2752603;15807000.00;18145000;2338000;MISMATCH;15399000.00;15399000;0;MATCH;MISMATCH
2752638;2752638;179435049.42;179.435.049.421.464;0.0014640092849731445;MATCH;102638128.86;129.224.715.416.686;26.586.586.556.686;MISMATCH;MISMATCH
2752801;2752801;1593202791.96;15.932.027.919.614;0.001399993896484375;MATCH;5404680494.26;658.219.890.382.724;11.775.184.095.672.300;MISMATCH;MISMATCH
2753251;2753251;1459000.00;3384000;1925000;MISMATCH;11369000.00;12017000;648000;MISMATCH;MISMATCH
2753404;2753404;12646000.00;15306000;2660000;MISMATCH;8061000.00;8061000;0;MATCH;MISMATCH
2753707;2753707;30405000.00;30405000;0;MATCH;6962000.00;6895000;67000;MISMATCH;MISMATCH
2753902;2753902;19020000.00;20873000;1853000;MISMATCH;28189000.00;29590000;1401000;MISMATCH;MISMATCH
2753940;2753940;306000000.00;383500000;77500000;MISMATCH;29896900000.00;29896900000;0;MATCH;MISMATCH
2754390;2754390;37795000.00;52767000;14972000;MISMATCH;132941000.00;132941000;0;MATCH;MISMATCH
2754749;2754749;22796000.00;63158000;40362000;MISMATCH;139092000.00;143699000;4607000;MISMATCH;MISMATCH
2754773;2754773;28301000.00;30134000;1833000;MISMATCH;13367000.00;18618000;5251000;MISMATCH;MISMATCH
2755015;2755015;75596000.00;95452000;19856000;MISMATCH;22739000.00;22739000;0;MATCH;MISMATCH
2755275;2755275;1013000.00;1012000;1000;MISMATCH;1026000.00;809000;217000;MISMATCH;MISMATCH
2755380;2755380;6758000.00;7476000;718000;MISMATCH;5748000.00;5748000;0;MATCH;MISMATCH
2755450;2755450;37458000.00;23725000;13733000;MISMATCH;624469000.00;687527000;63058000;MISMATCH;MISMATCH
2755460;2755460;71384000.00;71384000;0;MATCH;28243000.00;28878000;635000;MISMATCH;MISMATCH
2755547;2755547;37318859961.84;373.298.064.277.114;10.946.465.871.406.500;MISMATCH;185487420579.79;185.487.420.579.791;0.0009765625;MATCH;MISMATCH
2755647;2755647;304000.00;302000;2000;MISMATCH;4972000.00;4078000;894000;MISMATCH;MISMATCH
2755927;2755927;1743000.00;1743000;0;MATCH;642000.00;1702000;1060000;MISMATCH;MISMATCH
2755936;2755936;263350248.08;263.350.248.082.995;0.0029949843883514404;MATCH;1998437723.27;254.405.841.226.883;5.456.206.889.988.290;MISMATCH;MISMATCH
2756074;2756074;6296000.00;477000;5819000;MISMATCH;4171000.00;4171000;0;MATCH;MISMATCH
2756331;2756331;7276721.09;141.057.263.315.688;68.290.052.415.688;MISMATCH;79109443.95;826.336.253.337.706;35.241.813.837.706;MISMATCH;MISMATCH
2756340;2756340;18217000.00;24441000;6224000;MISMATCH;22952000.00;28079000;5127000;MISMATCH;MISMATCH
2756361;2756361;17579811.12;362.969.344.638.591;18.717.123.343.859.100;MISMATCH;119109443.95;124.748.208.179.135;5.638.764.229.134.990;MISMATCH;MISMATCH
2756379;2756379;101872000.00;101872000;0;MATCH;223190000.00;189812000;33378000;MISMATCH;MISMATCH
2756771;2756771;69813000.00;69813000;0;MATCH;225765000.00;198864000;26901000;MISMATCH;MISMATCH
2757287;2757287;249000.00;50000;199000;MISMATCH;1511000.00;1511000;0;MATCH;MISMATCH
2757493;2757493;181777000.00;181777000;0;MATCH;96234000.00;103228000;6994000;MISMATCH;MISMATCH
2757821;2757821;11922000.00;11607000;315000;MISMATCH;5611000.00;4806000;805000;MISMATCH;MISMATCH
2758025;2758025;13419000.00;10264000;3155000;MISMATCH;4119000.00;6214000;2095000;MISMATCH;MISMATCH
2758391;2758391;16598000.00;15410000;1188000;MISMATCH;10430000.00;10430000;0;MATCH;MISMATCH
2758491;2758491;86334640.38;15453602000;15367267359.62;MISMATCH;77961115.00;14975000000;14897038885;MISMATCH;MISMATCH
2758517;2758517;4647000.00;4647000;0;MATCH;3066000.00;3136000;70000;MISMATCH;MISMATCH
2758634;2758634;8349000.00;8303000;46000;MISMATCH;5606000.00;5606000;0;MATCH;MISMATCH
2759104;2759104;46974000.00;48857000;1883000;MISMATCH;129903000.00;114163000;15740000;MISMATCH;MISMATCH
2760925;2760925;36407000.00;41966000;5559000;MISMATCH;35077000.00;39945000;4868000;MISMATCH;MISMATCH
2761457;2761457;15786000.00;15786000;0;MATCH;19067000.00;16835000;2232000;MISMATCH;MISMATCH
2761490;2761490;23429000.00;23429000;0;MATCH;5261000.00;5615000;354000;MISMATCH;MISMATCH
2761731;2761731;92663000.00;92663000;0;MATCH;44683000.00;79206000;34523000;MISMATCH;MISMATCH
2761745;2761745;12119000.00;12868000;749000;MISMATCH;10086000.00;10086000;0;MATCH;MISMATCH
2761830;2761830;17038000.00;23358000;6320000;MISMATCH;41998000.00;55036000;13038000;MISMATCH;MISMATCH
2762446;2762446;14712268.31;264.140.160.209.866;11.701.747.710.986.600;MISMATCH;61273609.89;721.965.615.777.393;10.922.951.687.739.200;MISMATCH;MISMATCH
2762619;2762619;8211000.00;9921000;1710000;MISMATCH;4355000.00;5349000;994000;MISMATCH;MISMATCH
2762718;2762718;7379263.02;941.407.129.807.467;20.348.082.780.746.700;MISMATCH;51536628.42;516.484.751.955.778;11.184.677.557.779.800;MISMATCH;MISMATCH
2763226;2763226;26299000.00;31408000;5109000;MISMATCH;10716000.00;10754000;38000;MISMATCH;MISMATCH
2763349;2763349;73298000.00;81458000;8160000;MISMATCH;242212000.00;243936000;1724000;MISMATCH;MISMATCH
2763450;2763450;88293437016.91;88.293.437.016.911;0.0009918212890625;MATCH;2169459212549.30;2858682718883.22;6.892.235.063.339.200;MISMATCH;MISMATCH
2764355;2764355;95718367.92;957.183.679.205.509;0.0005508959293365479;MATCH;149794351.28;196.537.218.344.498;4.674.286.706.449.800;MISMATCH;MISMATCH
2764691;2764691;7333000.00;7333000;0;MATCH;4273000.00;5106000;833000;MISMATCH;MISMATCH
2765051;2765051;50477350447.37;504.773.504.473.697;0.00030517578125;MATCH;1048667255075.02;1105758186161.99;5.709.093.108.696.990;MISMATCH;MISMATCH
2765055;2765055;1108081000.00;822123000;285958000;MISMATCH;3792054000.00;3998573000;206519000;MISMATCH;MISMATCH
2765103;2765103;52477493380.41;44.407.176.652.457;8.070.316.727.953.000;MISMATCH;946561406364.45;1350821192673.44;404259786308.99;MISMATCH;MISMATCH
2765214;2765214;6334819881.01;633.481.988.101.373;0.0037298202514648438;MATCH;162303437775.82;145.253.846.442.123;17.049.591.333.697.000;MISMATCH;MISMATCH
2765227;2765227;156595000.00;156595000;0;MATCH;4072855000.00;3595891000;476964000;MISMATCH;MISMATCH
2765535;2765535;100997352.16;153.509.158.195.531;52.511.806.035.531.000;MISMATCH;771726390.11;935.048.484.564.576;16.332.209.445.457.600;MISMATCH;MISMATCH
2765650;2765650;92632000.00;99536000;6904000;MISMATCH;61431000.00;61431000;0;MATCH;MISMATCH
2765710;2765710;1583000.00;1583000;0;MATCH;4006000.00;4344000;338000;MISMATCH;MISMATCH
2765968;2765968;700000.00;1570000;870000;MISMATCH;1052000.00;1111000;59000;MISMATCH;MISMATCH
2766061;2766061;2180000.00;2180000;0;MATCH;1439000.00;2312000;873000;MISMATCH;MISMATCH
2766244;2766244;189000.00;261000;72000;MISMATCH;2553000.00;2553000;0;MATCH;MISMATCH
2766337;2766337;48679000.00;48679000;0;MATCH;24821000.00;18531000;6290000;MISMATCH;MISMATCH
2766415;2766415;2052000.00;2237000;185000;MISMATCH;98514000.00;98514000;0;MATCH;MISMATCH
2766421;2766421;58161000.00;107708000;49547000;MISMATCH;35609000.00;46353000;10744000;MISMATCH;MISMATCH
2766542;2766542;1634000.00;1744000;110000;MISMATCH;2400000.00;2373000;27000;MISMATCH;MISMATCH
2766827;2766827;59204000.00;100890000;41686000;MISMATCH;173300000.00;171038000;2262000;MISMATCH;MISMATCH
2767023;2767023;45776000.00;45776000;0;MATCH;31166000.00;35453000;4287000;MISMATCH;MISMATCH
2768274;2768274;47084000.00;59729000;12645000;MISMATCH;30602000.00;30602000;0;MATCH;MISMATCH
2768350;2768350;8762106.29;950.573.698.146.514;7.436.306.914.651.410;MISMATCH;59177993.00;619.664.607.237.423;2.788.467.723.742.290;MISMATCH;MISMATCH
2768351;2768351;5422148.21;203.542.139.242.715;338.672.681.757.285;MISMATCH;39747862.50;397.478.625.021.811;0.0021810978651046753;MATCH;MISMATCH
2768352;2768352;5129059.12;562.292.793.578.782;49.386.881.578.782.000;MISMATCH;37801831.81;393.369.394.521.026;15.351.076.421.025.900;MISMATCH;MISMATCH
2768462;2768462;12473080317.74;124.730.803.177.405;0.000499725341796875;MATCH;476189468543.99;519.563.106.796.117;43.373.638.252.127.000;MISMATCH;MISMATCH
2769074;2769074;59618000.00;59618000;0;MATCH;18304000.00;20771000;2467000;MISMATCH;MISMATCH
2769474;2769474;21767000.00;21767000;0;MATCH;5865000.00;7550000;1685000;MISMATCH;MISMATCH
2769531;2769531;25012123.82;155.371.148.136.416;94.750.090.063.584;MISMATCH;461719205.44;491.025.429.620.644;29.306.224.180.643.900;MISMATCH;MISMATCH
2769551;2769551;38066000.00;37029000;1037000;MISMATCH;34353000.00;35178000;825000;MISMATCH;MISMATCH
2769558;2769558;139991000.00;139991000;0;MATCH;50949000.00;49161000;1788000;MISMATCH;MISMATCH
2769562;2769562;138433608.30;158.889.607.302.463;20.455.999.002.462.900;MISMATCH;98041584.91;9.371.712.465.532;4.324.460.254.679.990;MISMATCH;MISMATCH
2770284;2770284;6829000.00;8348000;1519000;MISMATCH;8514000.00;8514000;0;MATCH;MISMATCH
2770312;2770312;6587000.00;5356000;1231000;MISMATCH;224464000.00;224464000;0;MATCH;MISMATCH
2770329;2770329;6212000.00;6212000;0;MATCH;3141000.00;3354000;213000;MISMATCH;MISMATCH
2770494;2770494;4112000.00;4112000;0;MATCH;4269000.00;4802000;533000;MISMATCH;MISMATCH
2770538;2770538;86444000.00;86444000;0;MATCH;42048000.00;41306000;742000;MISMATCH;MISMATCH
2770804;2770804;10910000.00;10910000;0;MATCH;3807000.00;3838000;31000;MISMATCH;MISMATCH
2770836;2770836;960000.00;1426000;466000;MISMATCH;22698000.00;22698000;0;MATCH;MISMATCH
2771645;2771645;105072000.00;105072000;0;MATCH;278408000.00;284454000;6046000;MISMATCH;MISMATCH
2771743;2771743;723000.00;723000;0;MATCH;2601000.00;2529000;72000;MISMATCH;MISMATCH
2771810;2771810;909000.00;602000;307000;MISMATCH;1136000.00;1124000;12000;MISMATCH;MISMATCH
2771872;2771872;1406000.00;1406000;0;MATCH;1818000.00;1816000;2000;MISMATCH;MISMATCH
2771874;2771874;1261000.00;1174000;87000;MISMATCH;6767000.00;6880000;113000;MISMATCH;MISMATCH
2771892;2771892;0.00;0;0;MATCH;93400706.09;60.077.762.683.281;33.322.943.406.719.000;MISMATCH;MISMATCH
2772121;2772121;9416000.00;13070000;3654000;MISMATCH;7171000.00;7171000;0;MATCH;MISMATCH
2772279;2772279;13106000.00;13106000;0;MATCH;10307000.00;10222000;85000;MISMATCH;MISMATCH
2772282;2772282;29211000.00;33049000;3838000;MISMATCH;69585000.00;69585000;0;MATCH;MISMATCH
2772287;2772287;50744000.00;60246000;9502000;MISMATCH;1257525000.00;1257525000;0;MATCH;MISMATCH
2773052;2773052;5851000.00;22586000;16735000;MISMATCH;76083000.00;70484000;5599000;MISMATCH;MISMATCH
2773084;2773084;88291000.00;88291000;0;MATCH;73467000.00;80758000;7291000;MISMATCH;MISMATCH
2773327;2773327;53210000.00;55226000;2016000;MISMATCH;41398000.00;41398000;0;MATCH;MISMATCH
2773405;2773405;388458527.69;400.652.194.418.617;12.193.666.728.617.000;MISMATCH;3149195997.29;348.381.434.917.555;33.461.835.188.555;MISMATCH;MISMATCH
2773455;2773455;105144516.79;105.144.516.793.929;0.0039289891719818115;MATCH;176022065.31;271.293.390.171.921;9.527.132.486.192.100;MISMATCH;MISMATCH
2773508;2773508;42860000.00;53938000;11078000;MISMATCH;31667000.00;31667000;0;MATCH;MISMATCH
2774001;2774001;11176000.00;11854000;678000;MISMATCH;5379000.00;7132000;1753000;MISMATCH;MISMATCH
2774023;2774023;22284000.00;24822000;2538000;MISMATCH;5151000.00;5521000;370000;MISMATCH;MISMATCH
2774230;2774230;3623000.00;4559000;936000;MISMATCH;3670000.00;5299000;1629000;MISMATCH;MISMATCH
2774394;2774394;24952000.00;26064000;1112000;MISMATCH;17402000.00;16947000;455000;MISMATCH;MISMATCH
2774538;2774538;5027000.00;5027000;0;MATCH;6370000.00;8239000;1869000;MISMATCH;MISMATCH
2774650;2774650;11202000.00;14097000;2895000;MISMATCH;6483000.00;6971000;488000;MISMATCH;MISMATCH
2774743;2774743;15005000.00;15786000;781000;MISMATCH;7200000.00;7200000;0;MATCH;MISMATCH
2775280;2775280;13739000.00;36316000;22577000;MISMATCH;9061000.00;9061000;0;MATCH;MISMATCH
2775378;2775378;96348000.00;96348000;0;MATCH;52678000.00;45848000;6830000;MISMATCH;MISMATCH
2775442;2775442;1682000.00;5871000;4189000;MISMATCH;2503000.00;2503000;0;MATCH;MISMATCH
2775597;2775597;2000.00;2000;0;MATCH;15427000.00;15214000;213000;MISMATCH;MISMATCH
2775656;2775656;795000.00;1111000;316000;MISMATCH;6277000.00;6165000;112000;MISMATCH;MISMATCH
2775681;2775681;81813000.00;81813000;0;MATCH;1555229000.00;1540364000;14865000;MISMATCH;MISMATCH
2775691;2775691;26136804.94;300.023.422.494.964;3.865.537.309.496.390;MISMATCH;124568402.47;122.126.762.542.746;24.416.399.272.539.900;MISMATCH;MISMATCH
2775704;2775704;169747000.00;169747000;0;MATCH;947455000.00;1243257000;295802000;MISMATCH;MISMATCH
2775750;2775750;12456000.00;10416000;2040000;MISMATCH;5984000.00;5984000;0;MATCH;MISMATCH
2776008;2776008;2667000.00;5333000;2666000;MISMATCH;6137000.00;7677000;1540000;MISMATCH;MISMATCH
2776218;2776218;76104000.00;74085000;2019000;MISMATCH;54741000.00;54741000;0;MATCH;MISMATCH
2776437;2776437;66461000.00;66461000;0;MATCH;622141000.00;632969000;10828000;MISMATCH;MISMATCH
2776986;2776986;30923000.00;56480000;25557000;MISMATCH;6175000.00;6175000;0;MATCH;MISMATCH
2777121;2777121;11620000.00;12415000;795000;MISMATCH;10473000.00;9766000;707000;MISMATCH;MISMATCH
2777138;2777138;11620000.00;12415000;795000;MISMATCH;10824000.00;9766000;1058000;MISMATCH;MISMATCH
2777139;2777139;46534000.00;46534000;0;MATCH;40878000.00;44063000;3185000;MISMATCH;MISMATCH
2777146;2777146;21127000.00;81641000;60514000;MISMATCH;2461322000.00;2461322000;0;MATCH;MISMATCH
2777178;2777178;37857000.00;37857000;0;MATCH;16608000.00;18199000;1591000;MISMATCH;MISMATCH
2777596;2777596;15557000.00;15557000;0;MATCH;9144000.00;10156000;1012000;MISMATCH;MISMATCH
2777651;2777651;20638000.00;21058000;420000;MISMATCH;6564000.00;6564000;0;MATCH;MISMATCH
2777854;2777854;11866000.00;11866000;0;MATCH;8548000.00;9111000;563000;MISMATCH;MISMATCH
2777926;2777926;589113000.00;589113000;0;MATCH;6446361000.00;12528666000;6082305000;MISMATCH;MISMATCH
2778387;2778387;206738000.00;588.150.566.545.036;567.476.766.545.036;MISMATCH;162070000.00;485.884.386.402.919;469.677.386.402.919;MISMATCH;MISMATCH
2778459;2778459;834000.00;835000;1000;MISMATCH;1803000.00;1923000;120000;MISMATCH;MISMATCH
2779208;2779208;2750000.00;3717000;967000;MISMATCH;3021000.00;3021000;0;MATCH;MISMATCH
2779555;2779555;5020000.00;5272000;252000;MISMATCH;2907000.00;3018000;111000;MISMATCH;MISMATCH
2779587;2779587;125447000.00;119508000;5939000;MISMATCH;65160000.00;75623000;10463000;MISMATCH;MISMATCH
2779599;2779599;308000.00;875000;567000;MISMATCH;2874000.00;3067000;193000;MISMATCH;MISMATCH
