XPK_COUNTERPARTY,FK_DATA,OWNERSHIP,COI,UNIT,SOURCE_SYSTEM,FULL_NAME,TOTAL_ASSETS,TOTAL_ASSETS_CURRENCY,TOTAL_TURNOVER,TOTAL_TURNOVER_CURRENCY,RatingID,ParentRatingID,LBRatingID,AnnualTurnover,AnnualTurnoverDirect,AnnualTurnoverParent,AnnualTurnoverLBR,TotalAssets,TotalAssetsDirect,TotalAssetsParent,TotalAssetsLBR
2907939,2907939,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907940,2907940,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907941,2907941,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907942,2907942,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907943,2907943,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907944,2907944,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907945,2907945,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907946,2907946,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907947,2907947,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907948,2907948,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907949,2907949,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907950,2907950,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907951,2907951,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907952,2907952,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907953,2907953,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907954,2907954,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907955,2907955,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907956,2907956,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907957,2907957,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907958,2907958,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907959,2907959,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907960,2907960,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907961,2907961,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907962,2907962,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907963,2907963,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907964,2907964,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907965,2907965,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907966,2907966,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907967,2907967,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907968,2907968,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907969,2907969,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907970,2907970,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907971,2907971,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907975,2907975,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907976,2907976,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907977,2907977,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907978,2907978,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907979,2907979,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907980,2907980,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907981,2907981,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907982,2907982,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907983,2907983,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907984,2907984,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907985,2907985,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907986,2907986,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907987,2907987,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907988,2907988,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907989,2907989,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907990,2907990,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907991,2907991,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907992,2907992,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907993,2907993,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907994,2907994,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907995,2907995,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907996,2907996,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907997,2907997,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907998,2907998,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2907999,2907999,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908000,2908000,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908001,2908001,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908002,2908002,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908003,2908003,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908004,2908004,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908005,2908005,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908006,2908006,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908007,2908007,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908008,2908008,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908009,2908009,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908010,2908010,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908011,2908011,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908012,2908012,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908013,2908013,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908014,2908014,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908015,2908015,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908016,2908016,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908017,2908017,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908018,2908018,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908019,2908019,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908024,2908024,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908025,2908025,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908026,2908026,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908027,2908027,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908028,2908028,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908029,2908029,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908030,2908030,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908031,2908031,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908032,2908032,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908033,2908033,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908034,2908034,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908035,2908035,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908036,2908036,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908037,2908037,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908038,2908038,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908039,2908039,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908040,2908040,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908041,2908041,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908042,2908042,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908043,2908043,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908044,2908044,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908045,2908045,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908046,2908046,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908047,2908047,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908048,2908048,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908049,2908049,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908050,2908050,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908051,2908051,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908052,2908052,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908053,2908053,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908054,2908054,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908055,2908055,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908056,2908056,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908057,2908057,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908058,2908058,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908059,2908059,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908060,2908060,AAB,null,CIB Corporate Lendin,FAIR,null,2285074000,EUR,3132757000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908129,2908129,AAB,null,CBC Real Estate,FAIR,null,13298794000,EUR,475517000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908249,2908249,AAB,null,CIB Corporate Lendin,FAIR,null,3146336000,EUR,142451000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908250,2908250,AAB,null,CIB Corporate Lendin,FAIR,null,3146336000,EUR,142451000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908251,2908251,AAB,null,CIB Corporate Lendin,FAIR,null,3146336000,EUR,142451000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908252,2908252,AAB,null,CIB Corporate Lendin,FAIR,null,3146336000,EUR,142451000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908253,2908253,AAB,null,CIB Corporate Lendin,FAIR,null,3146336000,EUR,142451000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908412,2908412,AAB,null,CIB Corporate Lendin,FAIR,null,5411300000,EUR,1853500000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908453,2908453,AAB,null,CIB Corporate Lendin,FAIR,null,5411300000,EUR,1853500000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908456,2908456,AAB,null,CIB Corporate Lendin,FAIR,null,5411300000,EUR,1853500000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908460,2908460,AAB,null,CIB Corporate Lendin,FAIR,null,5411300000,EUR,1853500000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908522,2908522,AAB,null,CIB Corporate Lendin,FAIR,null,835999000,EUR,1241466000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908578,2908578,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908579,2908579,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908580,2908580,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908581,2908581,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908582,2908582,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908583,2908583,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908584,2908584,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908586,2908586,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908590,2908590,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908591,2908591,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908592,2908592,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908593,2908593,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908594,2908594,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908595,2908595,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908596,2908596,AAB,null,CIB Corporate Lendin,FAIR,null,80689000,EUR,126797000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908828,2908828,AAB,null,BU NL FRR CC,FAIR,null,105369000,EUR,181097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908829,2908829,AAB,null,BU NL FRR CC,FAIR,null,105369000,EUR,181097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908830,2908830,AAB,null,BU NL FRR CC,FAIR,null,105369000,EUR,181097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908831,2908831,AAB,null,BU NL FRR CC,FAIR,null,105369000,EUR,181097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908832,2908832,AAB,null,BU NL FRR CC,FAIR,null,105369000,EUR,181097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908833,2908833,AAB,null,BU NL FRR CC,FAIR,null,105369000,EUR,181097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908834,2908834,AAB,null,CIB Corporate Lendin,FAIR,null,105369000,EUR,181097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908835,2908835,AAB,null,BU NL FRR CC,FAIR,null,105369000,EUR,181097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2908955,2908955,AAB,null,CIB Corporate Lendin,FAIR,null,2908794000,EUR,1558975000,EUR,null,null,null,null,null,null,null,null,null,null,null
2909034,2909034,AAB,null,CIB CFB T&L Transpor,FAIR,null,3930818856.3156,EUR,1639618168.65726,EUR,null,null,null,null,null,null,null,null,null,null,null
2909038,2909038,AAB,null,CIB CFB T&L Transpor,FAIR,null,3930818856.3156,EUR,1639618168.65726,EUR,null,null,null,null,null,null,null,null,null,null,null
2909040,2909040,AAB,null,CIB CFB T&L Transpor,FAIR,null,3930818856.3156,EUR,1639618168.65726,EUR,null,null,null,null,null,null,null,null,null,null,null
2909041,2909041,AAB,null,CIB CFB T&L Transpor,FAIR,null,3930818856.3156,EUR,1639618168.65726,EUR,null,null,null,null,null,null,null,null,null,null,null
2909042,2909042,AAB,null,CIB CFB T&L Transpor,FAIR,null,3930818856.3156,EUR,1639618168.65726,EUR,null,null,null,null,null,null,null,null,null,null,null
2909043,2909043,AAB,null,CIB CFB T&L Transpor,FAIR,null,3930818856.3156,EUR,1639618168.65726,EUR,null,null,null,null,null,null,null,null,null,null,null
2909139,2909139,AAB,null,CIB Corporate Lendin,FAIR,null,3429707000,EUR,791211000,EUR,null,null,null,null,null,null,null,null,null,null,null
2909141,2909141,AAB,null,CIB Corporate Lendin,FAIR,null,3429707000,EUR,791211000,EUR,null,null,null,null,null,null,null,null,null,null,null
2909247,2909247,AAB,null,ABN AMRO Commercial ,FAIR,null,71949000,EUR,74251000,EUR,null,null,null,null,null,null,null,null,null,null,null
2909248,2909248,AAB,null,CIB Corporate Lendin,FAIR,null,501621000,EUR,879501000,EUR,null,null,null,null,null,null,null,null,null,null,null
2909325,2909325,AAB,null,CIB CFB T&L Transpor,FAIR,null,4775844185.77849,EUR,691713725.942146,EUR,null,null,null,null,null,null,null,null,null,null,null
2909331,2909331,AAB,null,CIB CFB T&L Transpor,FAIR,null,4775844185.77849,EUR,691713725.942146,EUR,null,null,null,null,null,null,null,null,null,null,null
2909465,2909465,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909466,2909466,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909467,2909467,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909468,2909468,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909469,2909469,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909470,2909470,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909471,2909471,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909473,2909473,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909474,2909474,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909475,2909475,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909476,2909476,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909477,2909477,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909479,2909479,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909480,2909480,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909481,2909481,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909482,2909482,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909483,2909483,AAB,null,CIB NR BM Chemicals ,FAIR,null,6138707926.16721,EUR,2728013029.31596,EUR,null,null,null,null,null,null,null,null,null,null,null
2909537,2909537,AAB,null,CIB Corporate Lendin,FAIR,null,44481000,EUR,65002000,EUR,null,null,null,null,null,null,null,null,null,null,null
2909559,2909559,AAB,null,CIB CFB T&L Transpor,FAIR,null,4770597176.98154,EUR,830646941.730004,EUR,null,null,null,null,null,null,null,null,null,null,null
2909564,2909564,AAB,null,CIB CFB T&L Transpor,FAIR,null,4770597176.98154,EUR,830646941.730004,EUR,null,null,null,null,null,null,null,null,null,null,null
2909566,2909566,AAB,null,CIB CFB T&L Transpor,FAIR,null,4770597176.98154,EUR,830646941.730004,EUR,null,null,null,null,null,null,null,null,null,null,null
2909568,2909568,AAB,null,CIB CFB T&L Transpor,FAIR,null,4770597176.98154,EUR,830646941.730004,EUR,null,null,null,null,null,null,null,null,null,null,null
2909572,2909572,AAB,null,CIB CFB T&L Transpor,FAIR,null,4770597176.98154,EUR,830646941.730004,EUR,null,null,null,null,null,null,null,null,null,null,null
2909577,2909577,AAB,null,CIB CFB T&L Transpor,FAIR,null,4770597176.98154,EUR,830646941.730004,EUR,null,null,null,null,null,null,null,null,null,null,null
