DeliveryEntity,ReportingDate,ReportingEntity,CreditFacilityID,CreditFacilitySourceSystemIdentifier,CounterpartyID,CounterpartySourceSystemIdentifier,BaselProductType,PlNplIndicator,SpecialisedLendingType,SourcedExemptionId,PDModelCode,LastPerformingPDModelCode,InterCompanyFlag,LGDModelCode,BaselCreditRiskApproach,ExemptionConditionId,ExemptionId,ExemptionName,ExemptionType,DeliveryEntity,ReportingDate,ReportingEntity,CreditFacilityID,CreditFacilitySourceSystemIdentifier,CounterpartyID,CounterpartySourceSystemIdentifier,BaselProductType,PlNplIndicator,SpecialisedLendingType,SourcedExemptionId,PDModelCode,LastPerformingPDModelCode,InterCompanyFlag,LGDModelCode,BaselCreditRiskApproach,ExemptionConditionIdRC,ExemptionIdRC,ExemptionNameRC,ExemptionTypeRC
FBS,2025-05-31,525142,F050402936027,AAB.SYS.1861,BCA2002308241,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050402936027,AAB.SYS.1861,BCA2002308241,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1515,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050403605008,AAB.SYS.1861,BCA115082212,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050403605008,AAB.SYS.1861,BCA115082212,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050403722403,AAB.SYS.1861,BCA105236314,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050403722403,AAB.SYS.1861,BCA105236314,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050403865395,AAB.SYS.1861,BCA105238074,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050403865395,AAB.SYS.1861,BCA105238074,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050405885326,AAB.SYS.1861,BCA99736047,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050405885326,AAB.SYS.1861,BCA99736047,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050408038942,AAB.SYS.1861,BCA117770078,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050408038942,AAB.SYS.1861,BCA117770078,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050408596708,AAB.SYS.1861,BCA2000231055,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050408596708,AAB.SYS.1861,BCA2000231055,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525140,F050408934263,AAB.SYS.1861,BCA208951121,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,400,PL_MCB,MC&B,P,FBS,2025-05-31,525140,F050408934263,AAB.SYS.1861,BCA208951121,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050414068238,AAB.SYS.1861,BCA2000241956,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050414068238,AAB.SYS.1861,BCA2000241956,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050414204700,AAB.SYS.1861,BCA133355284,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050414204700,AAB.SYS.1861,BCA133355284,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,425140,F050415152623,AAB.SYS.1861,BCA2010859480,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,425140,F050415152623,AAB.SYS.1861,BCA2010859480,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050415615496,AAB.SYS.1861,BCA28924088,AAB.SYS.1861,19,PL,null,null,PGSSWW06,PGSSWW06,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050415615496,AAB.SYS.1861,BCA28924088,AAB.SYS.1861,19,PL,null,null,PGSSWW06,PGSSWW06,null,null,SA,701,NPL_PPU_OTHER_SOV_Model,PPU3_Other Sov Exposures ,P
FBS,2025-05-31,425140,F050415667097,AAB.SYS.1861,BCA57450668,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,425140,F050415667097,AAB.SYS.1861,BCA57450668,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1519,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050417970668,AAB.SYS.1861,BCA124028160,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050417970668,AAB.SYS.1861,BCA124028160,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050418764050,AAB.SYS.1861,BCA2008689840,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050418764050,AAB.SYS.1861,BCA2008689840,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050420739238,AAB.SYS.1861,BCA2002713391,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050420739238,AAB.SYS.1861,BCA2002713391,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050420789987,AAB.SYS.1861,BCA18068634,AAB.SYS.1861,19,PL,null,null,AA_NONE,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050420789987,AAB.SYS.1861,BCA18068634,AAB.SYS.1861,19,PL,null,null,AA_NONE,null,null,null,FIRB,1528,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050424089831,AAB.SYS.1861,BCA67661807,AAB.SYS.1861,19,PL,null,null,PGSSWW06,PGSSWW06,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050424089831,AAB.SYS.1861,BCA67661807,AAB.SYS.1861,19,PL,null,null,PGSSWW06,PGSSWW06,null,null,SA,701,NPL_PPU_OTHER_SOV_Model,PPU3_Other Sov Exposures ,P
FBS,2025-05-31,525141,F050424646595,AAB.SYS.1861,BCA206768567,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050424646595,AAB.SYS.1861,BCA206768567,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050431601801,AAB.SYS.1861,BCA8225451,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050431601801,AAB.SYS.1861,BCA8225451,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050434681822,AAB.SYS.1861,BCA128209305,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050434681822,AAB.SYS.1861,BCA128209305,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050436521296,AAB.SYS.1861,BCA116054883,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050436521296,AAB.SYS.1861,BCA116054883,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050436991888,AAB.SYS.1861,BCA2005176397,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050436991888,AAB.SYS.1861,BCA2005176397,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1515,Article_151_8,Article_151_8,P
FBS,2025-05-31,425140,F050437469913,AAB.SYS.1861,BCA204903203,AAB.SYS.1861,19,PL,null,null,PGSSWW06,PGSSWW06,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,425140,F050437469913,AAB.SYS.1861,BCA204903203,AAB.SYS.1861,19,PL,null,null,PGSSWW06,PGSSWW06,null,null,SA,701,NPL_PPU_OTHER_SOV_Model,PPU3_Other Sov Exposures ,P
FBS,2025-05-31,525142,F050442923864,AAB.SYS.1861,BCA124028160,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050442923864,AAB.SYS.1861,BCA124028160,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,425140,F050443434824,AAB.SYS.1861,BCA2000237312,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,425140,F050443434824,AAB.SYS.1861,BCA2000237312,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050444095594,AAB.SYS.1861,BCA70699720,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050444095594,AAB.SYS.1861,BCA70699720,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050447541013,AAB.SYS.1861,BCA2002304971,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050447541013,AAB.SYS.1861,BCA2002304971,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050447695797,AAB.SYS.1861,BCA201185946,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050447695797,AAB.SYS.1861,BCA201185946,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,425140,F050448555425,AAB.SYS.1861,BCA2005688541,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,425140,F050448555425,AAB.SYS.1861,BCA2005688541,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050449949559,AAB.SYS.1861,BCA68261675,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050449949559,AAB.SYS.1861,BCA68261675,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525141,F050450668126,AAB.SYS.1861,BCA119126060,AAB.SYS.1861,19,PL,null,null,AA_NONE,null,null,null,SA,401,PL_MCB,MC&B,P,FBS,2025-05-31,525141,F050450668126,AAB.SYS.1861,BCA119126060,AAB.SYS.1861,19,PL,null,null,AA_NONE,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
FBS,2025-05-31,525142,F050452072379,AAB.SYS.1861,BCA2000831354,AAB.SYS.1861,19,PL,null,null,null,null,null,null,SA,402,PL_MCB,MC&B,P,FBS,2025-05-31,525142,F050452072379,AAB.SYS.1861,BCA2000831354,AAB.SYS.1861,19,PL,null,null,null,null,null,null,FIRB,1517,Article_151_8,Article_151_8,P
