EXMPTN_CNDTN_ID,EXMPTN_ID,SRCE_SSTM_CMPNNT_ID,PD_RTNG_MDL,RPRTNG_ENTTY_CD,BSL_II_PRDCT_TYP_CD,RPRTNG_CRTSS_ACCNT_CD,BSL_II_CNTRPRTY_TYP_CD,RTL_CRDT_EXPSR_PRTFL_CD,CSTMR_MRKT_SGMNT_ID,LGD_RTNG_MDL,LGL_ENTTY,EX_FBN_FLG,INTRCMPNY_FLG,CNTRPRTY_ID,DL_SRC_SSTM_CMPNNT_CD,EFFCTV_STATUS,EFFCTV_STRT_DT,EFFCTV_END_DT,BSL_APPRCH,EC_MDL_INPT_INDCTR,EC_PRXD_INDCTR,GLBL_CNTRPRTY_IDNTFR,MIN_TURNOVER,SOURCED_EXEMPTION_ID,PL_NPL_INDICATOR,SPECIALISED_LENDING_TYPE
420,PL_MCB,null,null,null,null,null,null,C6H,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
421,PL_MCB,null,null,null,null,null,null,C7A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
422,PL_MCB,null,null,null,null,null,null,C7B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
423,PL_MCB,null,null,null,null,null,null,C7C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
424,PL_MCB,null,null,null,null,null,null,C7D,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
425,PL_MCB,null,null,null,null,null,null,C7E,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
426,PL_MCB,null,null,null,null,null,null,C7F,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
427,PL_MCB,null,null,null,null,null,null,C7G,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
428,PL_MCB,null,null,null,null,null,null,C7H,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
429,PL_MCB,null,null,null,null,null,null,C7I,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
430,PL_MCB,null,null,null,null,null,null,C7J,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
431,PL_MCB,null,null,null,null,null,null,C8A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
432,PL_MCB,null,null,null,null,null,null,C8B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
433,PL_MCB,null,null,null,null,null,null,C8C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
434,PL_MCB,null,null,null,null,null,null,C8D,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
435,PL_MCB,null,null,null,null,null,null,C8E,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
450,MORTG_VZH,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,MORTG_VZH,null,*
451,MORTG_BtL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,MORTG_BtL,null,*
452,MORTG_OWH,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,MORTG_OWH,null,*
453,MORTG_FA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,MORTG_FA,null,*
454,MORTG_NRRE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,MORTG_NRRE,null,*
455,MORTG_UDPV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,MORTG_UDPV,null,*
456,MORTG_5m,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,MORTG_5m,null,*
470,NPL_PPU_SOV,null,null,null,null,null,CB,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
471,NPL_PPU_SOV,null,null,null,null,null,ECA_SOV,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
472,NPL_PPU_SOV,null,null,null,null,null,GOV,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
473,NPL_PPU_SOV_NHG,null,null,null,null,null,null,null,null,null,null,null,null,FINHG001,VN1,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
474,NPL_PPU_COM,null,PGCGWW05,null,null,null,null,null,null,null,null,null,null,null,null,Active,30-04-2025,31-12-9999,STD,N,Y,null,null,null,null,*
475,NPL_PPU_COM,null,null,null,null,null,null,null,null,LGCGWW05,null,null,null,null,null,Active,30-04-2025,31-12-9999,STD,N,Y,null,null,null,null,*
476,NPL_PPU_COM,null,null,null,null,null,null,null,null,null,null,null,null,10007000,CKK,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
477,NPL_PPU_COM,null,null,null,null,null,null,null,null,null,null,null,null,2049296185,BCA,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
480,NPL_PPU_DIA,null,PDIAWW04,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
481,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804700,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
482,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140803144,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
483,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400017608,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
484,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800216,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
485,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800526,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
486,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800761,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
487,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800199,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
488,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800248,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
489,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804229,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
490,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400000073,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
491,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400000080,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
492,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001322,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
493,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001351,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
494,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001393,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
495,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001399,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
496,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001462,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
497,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001635,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
498,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001645,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
499,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001764,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
500,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001784,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
501,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001800,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
502,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400001825,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
503,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400007166,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
504,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400015980,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
505,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400019432,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
506,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800003,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
507,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800025,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
508,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800032,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
509,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800033,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
510,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800042,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
511,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800066,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
512,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800070,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
513,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800073,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
514,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800084,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
515,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800093,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
516,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800105,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
517,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800106,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
518,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800108,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
519,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800110,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
520,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800117,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
521,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800118,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
522,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800119,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
523,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800133,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
524,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800135,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
525,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800160,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
526,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800167,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
527,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800169,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
528,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800181,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
529,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800183,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
530,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800185,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
531,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800195,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
532,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800223,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
533,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800226,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
534,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800231,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
535,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800256,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
536,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800262,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
537,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800268,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
538,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800279,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
539,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800280,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
540,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800291,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
541,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800299,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
542,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800329,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
543,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800330,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
544,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800331,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
545,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800332,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
546,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800342,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
547,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800345,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
548,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800367,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
549,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800419,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
550,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800437,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
551,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800462,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
552,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800472,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
553,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800511,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
554,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800528,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
555,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800547,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
556,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800558,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
557,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800559,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
558,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800564,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
559,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800589,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
560,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800620,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
561,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800624,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
562,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800632,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
563,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800653,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
564,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800658,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
565,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800696,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
566,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800703,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
567,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800725,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
568,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800777,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
569,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800784,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
570,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800799,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
571,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140802769,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
572,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140803189,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
573,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140803460,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
574,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140803501,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
575,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140803543,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
576,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140803648,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
577,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140803877,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
578,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140803935,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
579,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804030,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
580,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804038,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
581,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804132,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
582,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804193,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
583,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804300,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
584,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804483,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
585,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804625,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
586,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804779,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
587,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804875,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
588,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804876,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
589,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804926,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
590,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804975,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
591,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804992,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
592,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400000055,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
593,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400000086,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
594,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,1400000091,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
595,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800043,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
596,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800076,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
597,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800145,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
598,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800146,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
599,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800244,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
600,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800288,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
601,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800325,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
602,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800328,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
603,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800353,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
604,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800692,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
605,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800802,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
606,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140802028,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
607,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804021,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
608,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804112,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
609,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804827,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
610,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140804994,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
611,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800785,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
612,NPL_PPU_DIA,null,null,null,null,null,null,null,null,null,null,null,null,140800537,YDV,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
700,NPL_PPU_OTHER_SOV_Model,null,PSOVWW06,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
701,NPL_PPU_OTHER_SOV_Model,null,PGSSWW06,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
702,NPL_PPU_OTHER_SOV_Model,null,null,null,null,null,null,null,null,LSOUWW07,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
703,NPL_PPU_OTHER_SOV_Model,null,null,null,null,null,null,null,null,LSOVWW07,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
